"cap","table.Year","table.Age0","table.Age1","table.Age2","table.Age3","table.Age4","table.Age5","table.Age6","table.Age7","table.Age8","table.Age9","table.Age10","table.Age11","table.Age12","table.Age13","table.Age14","table.Age15","table.Age16","table.Age17","table.Age18","table.Age19","table.Age20","table.Age21","table.Age22","table.Age23","table.Age24","table.Age25","table.Age26","table.Age27","table.Age28","table.Age29","table.Age30","table.Age31","table.Age32","table.Age33","table.Age34","table.Age35","table.Age36","table.Age37","table.Age38","table.Age39","table.Age40"
"Biomass at age for female from the base model.",1982,89.298,732.675,1187.87,1356.75,6954.08,5905.81,1117.77,3261,1347.53,858.632,897.853,6033.52,6669.45,1491.12,1564.15,1490.6,1327.86,1117.12,938.34,787.647,664.65,572.936,497.452,427.327,361.088,302.103,252.675,212.663,180.551,154.596,133.326,115.643,100.741,88.0452,77.1117,67.6096,59.3266,52.1113,45.7668,40.1757,278.42
"Biomass at age for female from the base model.",1983,56.7238,383.901,1974.43,2349.46,2210.97,8983.08,6247.58,964.707,2372,875.139,523.535,530.628,3516.69,3867.49,863.85,906.97,865.693,772.522,650.982,547.586,460.206,388.731,335.365,291.373,250.43,211.7,177.177,148.228,124.781,105.956,90.7364,78.2603,67.8861,59.1418,51.6909,45.2736,39.696,34.8336,30.5977,26.8728,187.068
"Biomass at age for female from the base model.",1984,111.717,243.861,1034.57,3905.27,3831.06,2886.84,9981.5,6037.9,837.319,1918.83,678.694,395.999,395.268,2593.86,2833.52,629.894,659.036,627.407,558.777,470.154,395.018,331.683,279.973,241.405,209.649,180.13,152.233,127.382,106.551,89.6861,76.1484,65.2052,56.2363,48.7793,42.4945,37.1399,32.5284,28.5204,25.0266,21.983,153.7
"Biomass at age for female from the base model.",1985,81.1957,480.281,657.177,2046.3,6368.42,5003.2,3200.84,9575.06,5180.8,669.215,1473.25,509.897,294.005,291.488,1905.04,2075.59,460.581,481.277,457.751,407.392,342.595,287.726,241.517,203.814,175.703,152.567,131.07,110.761,92.6728,77.514,65.242,55.3921,47.4305,40.9056,35.4809,30.9091,27.0141,23.6596,20.7443,18.203,127.778
"Biomass at age for female from the base model.",1986,38.1014,349.068,1294.31,1299.85,3337.11,8326.97,5583.81,3118.74,8412.78,4259.05,529.279,1140,389.615,222.944,219.959,1432.81,1557.45,345.015,360.058,342.127,304.263,255.722,214.671,180.132,151.971,130.983,113.717,97.6814,82.5372,69.0531,57.7543,48.6083,41.2681,35.3356,30.4738,26.432,23.0259,20.124,17.625,15.4532,108.742
"Biomass at age for female from the base model.",1987,97.3262,163.802,940.7,2560.04,2119.73,4362.66,9296.16,5449.28,2747.15,6933.82,3374.88,409.936,871.02,295.161,167.948,165.053,1072.14,1162.98,257.227,268.123,254.536,226.205,190.012,159.441,133.744,112.805,97.2067,84.3794,72.4718,61.2301,51.223,42.8391,36.0534,30.608,26.2071,22.6008,19.6029,17.0766,14.9243,13.0709,92.1005
"Biomass at age for female from the base model.",1988,61.4228,418.415,441.424,1860.62,4174.5,2765.11,4807.67,8785.67,4567.53,2133.25,5159.94,2455.95,294.852,622.567,210.217,119.356,117.136,760.162,824.012,182.164,189.809,180.139,160.053,134.422,112.78,94.5936,79.7778,68.7419,59.6679,51.2456,43.2952,36.2184,30.2898,25.4915,21.6411,18.5294,15.9795,13.8598,12.0736,10.5518,74.3561
"Biomass at age for female from the base model.",1989,44.9356,264.062,1127.58,873.104,3034.11,5452.9,3073.13,4642.66,7618.83,3697.02,1659.35,3925.21,1844.56,219.754,461.723,155.388,88.018,86.2317,558.884,605.234,133.698,139.228,132.075,117.308,98.4948,82.6194,69.2848,58.4254,50.3381,43.69,37.5207,31.698,26.5158,22.1748,18.6616,15.8425,13.5644,11.6976,10.1458,8.83816,62.1524
"Biomass at age for female from the base model.",1990,69.4338,193.182,711.613,2230.25,1423.67,3955.67,5992.68,2886.31,3855.64,5852.96,2720.8,1194.39,2793.48,1304.93,154.954,324.94,109.221,61.8164,60.5268,392.12,424.505,93.7517,97.6113,92.5834,82.2224,69.0303,57.9,48.5526,40.9409,35.2727,30.6135,26.2901,22.2099,18.5787,15.5369,13.0753,11.1001,9.50381,8.19584,7.10857,49.7373
"Biomass at age for female from the base model.",1991,124.461,298.502,520.602,1407.51,3636.35,1855.97,4360.43,5681.91,2431.42,3006.2,4360.53,1974.93,853.819,1978.17,918.387,108.592,227.029,76.1406,43.0216,42.0706,272.286,294.553,65.0138,67.6596,64.1518,56.9569,47.8082,40.093,33.6159,28.343,24.417,21.1903,18.1969,15.3722,12.8585,10.753,9.04915,7.68201,6.57722,5.67198,39.3389
"Biomass at age for female from the base model.",1992,46.5258,535.071,804.433,1029.71,2295.2,4755.68,2081.86,4310.9,5102.89,2047.2,2430.05,3435.14,1529.81,653.818,1502.51,693.422,81.6294,170.089,56.8986,32.0862,31.3293,202.529,218.89,48.2791,50.2159,47.5918,42.2398,35.4457,29.7193,24.9141,21.0035,18.0923,15.7003,13.4815,11.3882,9.52566,7.96568,6.70333,5.69049,4.87205,33.3399
"Biomass at age for female from the base model.",1993,58.4176,200.019,1441.96,1591.11,1679.06,3000.9,5334.18,2060.43,3881.05,4311,1661.03,1921.41,2670.02,1175.07,497.966,1137.23,522.392,61.2777,127.336,42.5074,23.9319,23.3379,150.72,162.772,35.8801,37.3021,35.34,31.3569,26.3074,22.0535,18.4852,15.5821,13.4212,11.646,9.99969,8.44669,7.06499,5.90784,4.97151,4.22028,28.338
"Biomass at age for female from the base model.",1994,52.7701,251.143,539.027,2852.08,2594.23,2189.95,3322.2,5117.43,1768.38,3093.99,3285.84,1232.18,1401.33,1925.63,840.931,354.389,806.024,369.113,43.1963,89.6012,29.8693,16.7985,16.3679,105.638,114.027,25.1251,26.1129,24.7333,21.9415,18.4055,15.4276,12.9302,10.8987,9.3868,8.14485,6.99324,5.907,4.94064,4.13136,3.47654,22.7667
"Biomass at age for female from the base model.",1995,32.8561,226.864,676.803,1066.16,4650.67,3389.81,2445.11,3248.75,4520.34,1459.61,2448.57,2533.68,934.463,1050.99,1433.04,622.313,261.172,592.157,270.529,31.6016,65.4581,21.7971,12.2483,11.9264,76.9332,83.0092,18.2849,18.999,17.9919,15.9586,13.3852,11.2185,9.40182,7.92422,6.82465,5.92149,5.08411,4.29431,3.59172,3.00336,19.077
"Biomass at age for female from the base model.",1996,24.1488,141.251,611.371,1338.66,1738.47,6073.06,3771.09,2370.22,2831.4,3671.21,1135.35,1855.36,1888.53,689.007,769.144,1043.12,451.197,188.797,427.095,194.783,22.723,47.0188,15.6444,8.78544,8.55041,55.1347,59.4715,13.0971,13.6061,12.883,11.4259,9.58253,8.03085,6.72999,5.67206,4.88484,4.23828,3.63886,3.07353,2.57064,15.8025
"Biomass at age for female from the base model.",1997,36.9769,103.818,380.657,1209.25,2182.91,2272.24,6788.78,3696.56,2099.84,2343.27,2911.06,876.481,1407.75,1416.28,512.496,568.716,767.91,331.059,138.178,311.981,142.071,16.5545,34.2241,11.3793,6.3868,6.2133,40.0512,43.1903,9.50963,9.87769,9.35156,8.29303,6.9546,5.8281,4.88382,4.11596,3.54461,3.07537,2.64037,2.23014,13.3308
"Biomass at age for female from the base model.",1998,66.3431,158.967,279.778,752.911,1971.83,2851.3,2530.98,6600.62,3237.76,1716.73,1836.99,2224.88,659.307,1047.9,1046.65,376.783,416.522,560.798,241.242,100.522,226.667,103.117,12.0062,24.806,8.24394,4.62533,4.49838,28.9903,31.2569,6.88119,7.14675,6.76552,5.99931,5.03081,4.21575,3.5326,2.97711,2.5638,2.22437,1.90972,11.2543
"Biomass at age for female from the base model.",1999,87.7958,285.215,428.402,553.383,1227.79,2581.15,3216.22,2536.61,6052.14,2793.91,1423.86,1484.39,1766.24,516.904,814.16,807.75,289.314,318.599,427.691,183.565,76.3536,171.935,78.1346,9.08986,18.7684,6.2343,3.49642,3.39941,21.9025,23.6106,5.19709,5.39703,5.10867,4.52978,3.7983,3.18279,2.66694,2.24751,1.93545,1.67918,9.93705
"Biomass at age for female from the base model.",2000,72.3332,377.443,768.629,847.355,902.485,1608.21,2915.16,3229.43,2334.11,5255.36,2339.05,1164.76,1195.93,1408.22,409.075,640.82,633.189,226.091,248.388,332.832,142.649,59.2698,133.351,60.5603,7.04168,14.5335,4.82607,2.70596,2.63037,16.9451,18.2643,4.01991,4.17426,3.95101,3.50315,2.93735,2.46129,2.06233,1.73796,1.49663,8.98208
"Biomass at age for female from the base model.",2001,39.8834,310.967,1017.17,1520.31,1382.06,1183.4,1821.26,2940.41,2993.51,2049.3,4466.03,1949.33,959.054,977.033,1144.33,331.153,517.306,510.074,181.84,199.527,267.106,114.396,47.5033,106.83,48.4989,5.6377,11.6333,3.86237,2.16534,2.10463,13.5571,14.6117,3.21582,3.33917,3.16049,2.80217,2.34954,1.96872,1.64958,1.39012,8.38113
"Biomass at age for female from the base model.",2002,35.4389,171.462,838.036,2011.93,2479.85,1816.34,1357.95,1895.78,2856.9,2777.42,1844.62,3939.35,1695.58,825.94,835.308,973.021,280.417,436.666,429.513,152.832,167.452,223.912,95.8113,39.7585,89.3643,40.5527,4.71244,9.72155,3.22698,1.80884,1.75791,11.3226,12.2024,2.68542,2.78829,2.63899,2.33973,1.96176,1.64376,1.37728,8.15789
"Biomass at age for female from the base model.",2003,34.4584,152.355,462.082,1657.61,3281.93,3265.22,2106.9,1449.78,1912.23,2769.31,2616.62,1701.92,3578.53,1522.32,734.953,738.224,855.416,245.523,381.126,373.966,132.813,145.303,194.069,82.9666,34.4041,77.2865,35.0567,4.07241,8.39898,2.78739,1.56218,1.518,9.77639,10.5353,2.31838,2.40708,2.27811,2.01971,1.6934,1.41887,8.2302
"Biomass at age for female from the base model.",2004,113.612,148.14,410.59,913.989,2703.99,4322.62,3794.44,2259.34,1472.09,1868.36,2631.45,2435.8,1560.14,3242.52,1367.21,655.603,655.084,756.013,216.313,334.964,328.049,116.334,127.127,169.64,72.4718,30.0357,67.4441,30.582,3.55166,7.32347,2.43007,1.36175,1.32311,8.52056,9.18139,2.02035,2.09757,1.98513,1.75992,1.47555,8.40734
"Biomass at age for female from the base model.",2005,21.9446,488.429,399.23,812.136,1490.95,3561.31,5022.42,4067.43,2292.78,1437.29,1773.93,2447.53,2230.92,1412.38,2909.5,1218.48,581.229,578.421,665.445,189.935,293.56,287.074,101.686,111.02,148.042,63.2102,26.186,58.78,26.6463,3.09394,6.37864,2.11629,1.1858,1.15206,7.41859,7.99359,1.75891,1.82609,1.72815,1.53207,8.60295
"Biomass at age for female from the base model.",2006,88.5027,94.342,1316.29,789.668,1324.8,1963.62,4137.33,5381.7,4124.66,2236.23,1362.87,1647.5,2238.07,2016.22,1265.12,2588.37,1078.3,512.274,508.195,583.223,166.15,256.417,250.461,88.6366,96.7043,128.882,55.0056,22.7793,51.1196,23.1689,2.68974,5.54461,1.83939,1.03057,1.00119,6.44675,6.94616,1.52839,1.58672,1.5016,8.80591
"Biomass at age for female from the base model.",2007,22.0296,380.482,254.247,2603.59,1288.14,1744.79,2281.33,4433.81,5458.18,4023.38,2120.6,1265.77,1506.5,2022.64,1805.93,1125.43,2290.47,950.319,450.051,445.373,510.152,145.117,223.698,218.305,77.2021,84.1825,112.145,47.8463,19.8092,44.4451,20.1405,2.33788,4.81881,1.59849,0.895539,0.869967,5.6016,6.03536,1.32795,1.37861,8.95512
"Biomass at age for female from the base model.",2008,208.114,94.7074,1025.38,502.895,4247.1,1696.52,2027.15,2444.93,4497,5324.19,3815.19,1969.37,1157.33,1361.34,1811.45,1606.32,995.766,2018.34,834.769,394.359,389.516,445.508,126.582,194.949,190.114,67.1954,73.2394,97.5342,41.6015,17.2202,38.63,17.5032,2.03154,4.18705,1.38884,0.778048,0.755803,4.86637,5.24308,1.15361,8.97654
"Biomass at age for female from the base model.",2009,27.3373,894.701,255.232,2028.18,820.35,5593.57,1970.88,2171.98,2478.96,4385.19,5047.28,3542.3,1800.3,1045.63,1219.01,1611,1421.06,877.345,1772.7,731.383,344.86,340.119,388.559,110.301,169.755,165.454,58.4539,63.6901,84.7948,36.1603,14.9655,33.5678,15.208,1.765,3.6375,1.20649,0.675871,0.656528,4.22708,4.55421,8.7987
"Biomass at age for female from the base model.",2010,136.187,117.526,2411.18,504.843,3308.5,1080.46,6499.01,2112.44,2203.59,2419.42,4161.49,4691.78,3242.29,1628.7,937.586,1085.62,1427.2,1253.83,771.671,1555.38,640.499,301.559,297.07,339.073,96.1854,147.949,144.138,50.9061,55.4516,73.8111,31.4713,13.0232,29.2083,13.2319,1.53557,3.16451,1.04957,0.587948,0.571108,3.67703,11.6149
"Biomass at age for female from the base model.",2011,20.1502,585.483,316.726,4769.25,823.534,4357.51,1255.33,6965.58,2143.17,2150.77,2296.25,3868.99,4295.25,2933.87,1460.74,835.193,962.003,1259.57,1103.1,677.244,1362.46,560.226,263.461,259.304,295.759,83.8524,128.923,125.56,44.3332,48.2817,64.257,27.3942,11.335,25.4199,11.515,1.33626,2.75366,0.913282,0.511588,0.496927,13.305
"Biomass at age for female from the base model.",2012,13.2859,86.6277,1577.85,626.477,7779.9,1084.62,5062.38,1345.27,7065.47,2091.21,2040.58,2134.04,3540.58,3885.08,2630.25,1300.69,739.801,848.684,1107.72,967.749,593.021,1191.26,489.267,229.883,226.098,257.742,73.0426,112.266,109.308,38.5869,42.0169,55.9123,23.8343,9.8612,22.1135,10.0167,1.16235,2.39522,0.794383,0.444977,12.0042
"Biomass at age for female from the base model.",2013,116.997,57.1175,233.458,3120.94,1021.94,10246,1259.93,5423.93,1364.12,6891.3,1983.11,1895.41,1951.79,3200.6,3480.94,2340.64,1151.42,652.252,745.904,971.199,846.868,518.18,1039.72,426.642,200.318,196.911,224.374,63.5649,97.6727,95.0801,33.5589,36.5373,48.6157,20.7223,8.57313,19.2242,8.70763,1.01041,2.08207,0.690514,10.8207
"Biomass at age for female from the base model.",2014,48.6122,502.982,153.929,461.773,5090.99,1345.68,11892.6,1347.6,5487.09,1327.09,6518.31,1837.48,1729.46,1760.41,2861.49,3091.25,2067.87,1013.18,572.163,652.743,848.309,738.631,451.438,904.999,371.103,174.146,171.112,194.912,55.204,84.8084,82.5441,29.1306,31.713,42.1933,17.9837,7.43978,16.6822,7.556,0.87676,1.80664,9.98781
"Biomass at age for female from the base model.",2015,38.0927,208.989,1355.51,304.467,753.252,6703.23,1561.38,12709.5,1361.48,5329,1252.77,6026.65,1672.81,1556.26,1570.18,2535.11,2724.47,1815.22,886.634,499.495,568.773,738.102,641.941,391.995,785.287,321.839,150.964,148.285,168.866,47.8173,73.4488,71.4789,25.2231,27.457,36.5287,15.5686,6.44043,14.4409,6.5407,0.758936,10.2089
"Biomass at age for female from the base model.",2016,207.157,163.764,563.214,2681.16,496.658,991.773,7774.86,1667.12,12824.3,1320.43,5023.69,1156.77,5479.89,1503.57,1386.6,1389.66,2232.13,2389.35,1587.05,773.335,434.858,494.455,640.935,556.942,339.857,680.473,278.765,130.717,128.363,146.15,41.3785,63.5507,61.8403,21.8203,23.7514,31.5973,13.4663,5.5706,12.4903,5.65711,9.48562
"Biomass at age for female from the base model.",2017,57.7578,890.587,441.336,1114.02,4373.64,653.898,1149.96,8295.32,1680.43,12422.7,1243.24,4632.99,1050.55,4919.64,1338.11,1225.8,1222.22,1955.42,2086.75,1382.77,672.547,377.639,428.912,555.488,482.363,294.189,588.789,241.127,113.039,110.981,126.34,35.7654,54.9245,53.4423,18.8559,20.5237,27.3025,11.6356,4.81318,10.7918,13.0831
"Biomass at age for female from the base model.",2018,21.9809,248.306,2400.07,872.944,1817.09,5742.77,746.399,1184.5,7956.36,1538.45,11034.2,1082.21,3977.2,892.971,4151.7,1123.21,1024.81,1018.7,1625.99,1732.06,1146.13,556.849,312.41,354.594,459.003,398.419,242.917,486.055,199.016,93.2835,91.575,104.238,29.5066,45.3105,44.0857,15.5541,16.9295,22.5206,9.59752,3.97006,19.6922
"Biomass at age for female from the base model.",2019,17.1638,94.498,669.162,4747.19,1423.76,2378.63,6436.85,737.854,1072.83,6836.11,1282.38,9036.3,876.767,3200.07,715.185,3314.48,894.645,814.886,809.002,1290.05,1373.2,908.155,441.036,247.352,280.678,363.248,315.253,192.187,384.511,157.427,73.7852,72.4305,82.4436,23.3365,35.8348,34.8656,12.301,13.3885,17.81,7.58999,18.7122
"Biomass at age for female from the base model.",2020,18.4452,73.789,254.663,1323.56,7742.63,1864.17,2669.7,6382.37,671.062,925.896,5722.95,1054.43,7348.09,707.875,2571.16,572.683,2647.56,713.339,648.863,643.514,1025.35,1090.78,721.04,350.038,196.261,222.654,288.106,250.006,152.394,304.873,124.813,58.4965,57.4203,65.3563,18.4993,28.4065,27.6378,9.7508,10.6128,14.1175,20.8484
"Biomass at age for female from the base model.",2021,39.1153,79.2978,198.855,503.709,2158.67,10129,2085.52,2636.81,5791.05,579.034,776.361,4719.11,860.606,5957.79,571.367,2068.77,459.725,2121.72,570.927,518.814,514.152,818.754,870.607,575.3,279.211,156.516,177.535,229.694,199.299,121.475,243.003,99.4793,46.6215,45.7623,52.0859,14.7428,22.6379,22.0251,7.77053,8.45738,27.864
"Biomass at age for female from the base model.",2022,42.3761,168.161,213.699,393.32,821.468,2818.56,11200.1,2004.15,2300.54,4781.59,464.436,613.347,3697.98,671.304,4634.69,443.724,1604.82,356.352,1643.75,442.135,401.661,397.963,633.625,673.667,445.117,216.013,121.082,137.336,177.679,154.162,93.962,187.961,76.9454,36.0605,35.3957,40.2865,11.403,17.5094,17.0354,6.01013,28.0921
"Biomass at age for female from the base model.",2023,62.3603,182.179,453.174,422.68,641.403,1071.26,3098.1,10637.6,1721.76,1867.69,3770.36,360.844,472.924,2839.78,514.344,3546.33,339.248,1226.31,272.208,1255.3,337.592,306.648,303.795,483.659,514.195,339.734,164.865,92.4102,104.813,135.6,117.651,71.7079,143.443,58.7208,27.5194,27.012,30.7443,8.70204,13.3621,13.0003,26.0239
"Biomass at age for female from the base model.",2024,53.9348,268.093,490.953,896.345,689.3,836.937,1180.45,2955,9185.5,1405.42,1480.85,2945.59,279.76,365.152,2187.59,395.679,2725.85,260.616,941.721,208.982,963.553,259.095,235.322,233.114,371.108,394.52,260.654,126.486,70.8965,80.4107,104.028,90.2576,55.0112,110.043,45.0476,21.1114,20.7221,23.5852,6.67569,10.2506,29.9365
"Biomass at age for female from the base model.",2025,64.2884,231.871,722.481,971.069,1461.7,899.325,921.523,1123.58,2543.7,7471.64,1110.48,1153.18,2276.91,215.416,280.576,1678.88,303.451,2089.55,199.722,721.54,160.098,738.09,198.454,180.235,178.537,284.215,302.138,199.615,96.8645,54.2927,61.5781,79.6638,69.118,42.1266,84.2685,34.4965,16.1666,15.8684,18.061,5.11207,30.7736
"Biomass at age for female from the base model.",2026,62.4468,276.382,624.862,1429,1583,1900.31,972.467,842.639,914.042,1942.11,5538.22,812.933,840.334,1657.32,156.838,204.432,1224.3,221.463,1526.02,145.942,527.492,117.085,539.949,145.213,131.906,130.682,208.057,221.197,146.15,70.9241,39.7547,45.0909,58.3357,50.6144,30.8494,61.7107,25.2624,11.8392,11.6209,13.2266,26.2796
"Biomass at age for female from the base model.",2027,60.3982,268.465,744.81,1235.91,2329.28,2054.03,2031.98,866.189,659.913,668.488,1378.45,3888.47,569.392,589.13,1164.26,110.421,144.219,865.177,156.721,1081.14,103.489,374.317,83.1325,383.543,103.185,93.7551,92.9052,147.938,157.302,103.943,50.4462,28.2781,32.0754,41.4988,36.0071,21.9468,43.9028,17.9727,8.42297,8.26775,28.1068
"Biomass at age for female from the base model.",2028,59.953,259.658,723.49,1473.2,2015.75,3047.95,2304.8,2026.22,797.987,579.549,570.596,1156.12,3224.43,468.526,482.133,949.043,89.7451,116.955,700.439,126.716,873.273,83.5267,301.933,67.0253,309.117,83.1386,75.5238,74.8262,119.134,126.661,83.6892,40.6137,22.7653,25.8212,33.4061,28.9846,17.6662,35.3393,14.4668,6.77988,29.2778
"Biomass at age for female from the base model.",2029,59.8617,257.744,699.756,1431.03,2402.76,2637.99,3422.21,2301.33,1870.06,702.205,495.674,479.498,960.48,2658,384.097,393.67,772.601,72.8958,94.8347,567.212,102.51,705.897,67.4762,243.797,54.0998,249.433,67.0711,60.9172,60.3461,96.0691,102.13,67.4765,32.7441,18.3534,20.8164,26.9305,23.3657,14.2412,28.4877,11.6619,29.0654
"Biomass at age for female from the base model.",2030,60.0237,257.351,694.598,1384.08,2333.99,3144.61,2962.63,3418.8,2125.43,1646.85,601.04,416.848,398.644,792.298,2180.47,313.823,320.681,627.933,59.144,76.8422,459.128,82.9101,570.581,54.5153,196.895,43.6791,201.342,54.13,49.1566,48.6905,77.5071,82.3917,54.4326,26.4132,14.8044,16.7908,21.722,18.8463,11.4866,22.9771,32.8481
"Biomass at age for female from the base model.",2031,60.3209,258.048,693.54,1373.88,2257.42,3054.59,3531.56,2959.62,3157.41,1871.69,1409.56,505.445,346.549,328.832,649.941,1781.49,255.632,260.628,509.462,47.9219,62.1983,371.337,67.0154,460.974,44.0266,158.966,35.257,162.49,43.6788,39.6614,39.2819,62.5261,66.4632,43.9075,21.3053,11.9411,13.5431,17.5202,15.2006,9.26446,45.0247
"Biomass at age for female from the base model.",2032,60.6592,259.325,695.417,1371.79,2240.78,2954.34,3430.13,3527.24,2732.57,2779.6,1601.5,1185.01,420.082,285.781,269.676,530.877,1450.79,207.709,211.404,412.696,38.7801,50.2933,300.077,54.1292,372.195,35.5372,128.284,28.4471,131.087,35.2336,31.9901,31.682,50.4265,53.5995,35.4082,17.1808,9.62924,10.9209,14.1278,12.2572,43.775
"Biomass at age for female from the base model.",2033,60.9773,260.78,698.86,1375.5,2237.37,2932.46,3316.98,3424.7,3255.05,2404.3,2377.05,1345.66,984.374,346.25,234.259,220.173,432.138,1178.3,168.408,171.179,333.83,31.3446,40.6254,242.278,43.6869,300.307,28.6668,103.465,22.9402,105.699,28.4074,25.7907,25.5409,40.6504,43.2069,28.5421,13.8489,7.76174,8.80275,11.3876,45.1627
"Biomass at age for female from the base model.",2034,61.2525,262.147,702.779,1382.31,2243.42,2927.92,3291.95,3310.72,3159.11,2862.7,2055.15,1996.43,1117.35,811.03,283.714,191.184,179.155,350.844,955.008,136.315,138.418,269.728,25.3104,32.789,195.472,35.2368,242.165,23.1127,83.4072,18.491,85.1922,22.8945,20.7845,20.5824,32.7575,34.8168,22.9992,11.1593,6.25423,7.09299,45.5648
"Biomass at age for female from the base model.",2035,61.4869,263.331,706.465,1390.06,2254.53,2935.8,3286.64,3285.31,3053.43,2777.79,2446.52,1725.75,1657.4,920.427,664.439,231.508,155.542,145.43,284.315,772.9,110.21,111.822,217.771,20.4252,26.4506,157.64,28.4107,195.218,18.6294,67.2212,14.9014,68.6495,18.4479,16.747,16.5837,26.3927,28.0513,18.5298,8.99061,5.03875,42.4222
"Biomass at age for female from the base model.",2036,61.6879,264.338,709.654,1397.35,2267.17,2950.31,3295.31,3279.61,3029.49,2684.38,2373.51,2054.01,1432.44,1365.08,753.943,542.092,188.321,126.244,117.836,230.067,624.798,89.0224,90.2698,175.715,16.4746,21.3285,127.084,22.8998,157.33,15.0121,54.1643,12.0062,55.3087,14.8623,13.4916,13.3596,21.2613,22.5971,14.9268,7.24235,38.2304
